policyID,statecode,county,line,construction,point_granularity
799459,FL,MIAMI DADE COUNTY,Residential,Wood,1
795184,FL,MIAMI DADE COUNTY,Residential,Wood,1
844883,FL,MIAMI DADE COUNTY,Residential,Masonry,1
249784,FL,MIAMI DADE COUNTY,Residential,Wood,1
918742,FL,MIAMI DADE COUNTY,Residential,Wood,1
539672,FL,MIAMI DADE COUNTY,Residential,Wood,1
871820,FL,MIAMI DADE COUNTY,Residential,Wood,1
316701,FL,MIAMI DADE COUNTY,Residential,Wood,1
430328,FL,MIAMI DADE COUNTY,Residential,Masonry,1
362952,FL,MIAMI DADE COUNTY,Residential,Wood,1
687660,FL,MIAMI DADE COUNTY,Residential,Wood,1
621495,FL,MIAMI DADE COUNTY,Residential,Wood,1
567665,FL,MIAMI DADE COUNTY,Residential,Masonry,1
892256,FL,MIAMI DADE COUNTY,Residential,Wood,1
592432,FL,MIAMI DADE COUNTY,Residential,Wood,1
469552,FL,MIAMI DADE COUNTY,Residential,Masonry,1
597979,FL,MIAMI DADE COUNTY,Residential,Wood,1
555592,FL,MIAMI DADE COUNTY,Residential,Wood,1
697567,FL,MIAMI DADE COUNTY,Residential,Wood,1
207911,FL,MIAMI DADE COUNTY,Residential,Wood,1
467091,FL,MIAMI DADE COUNTY,Residential,Wood,1
993106,FL,MIAMI DADE COUNTY,Residential,Wood,1
813902,FL,MIAMI DADE COUNTY,Residential,Wood,1
380174,FL,MIAMI DADE COUNTY,Residential,Wood,1
822159,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
294897,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
708812,FL,MIAMI DADE COUNTY,Residential,Masonry,1
348260,FL,MIAMI DADE COUNTY,Residential,Wood,1
624052,FL,MIAMI DADE COUNTY,Residential,Wood,1
794698,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
752717,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
219800,FL,MIAMI DADE COUNTY,Residential,Masonry,1
376042,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
297456,FL,MIAMI DADE COUNTY,Residential,Wood,1
841451,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
343254,FL,MIAMI DADE COUNTY,Commercial,Steel Frame,1
959557,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,4
562527,FL,MIAMI DADE COUNTY,Residential,Wood,1
519379,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
765203,FL,MIAMI DADE COUNTY,Residential,Masonry,3
487986,FL,MIAMI DADE COUNTY,Residential,Masonry,3
378899,FL,MIAMI DADE COUNTY,Residential,Masonry,3
836138,FL,MIAMI DADE COUNTY,Residential,Wood,3
246104,FL,MIAMI DADE COUNTY,Residential,Masonry,3
118000,FL,MIAMI DADE COUNTY,Residential,Wood,3
772475,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
623406,FL,MIAMI DADE COUNTY,Residential,Wood,1
157315,FL,MIAMI DADE COUNTY,Residential,Wood,1
856153,FL,MIAMI DADE COUNTY,Residential,Masonry,1
755554,FL,MIAMI DADE COUNTY,Residential,Wood,1
352516,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
592006,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
615879,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
254386,FL,MIAMI DADE COUNTY,Residential,Wood,1
450818,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
863827,FL,MIAMI DADE COUNTY,Residential,Masonry,1
562546,FL,MIAMI DADE COUNTY,Residential,Masonry,1
858667,FL,MIAMI DADE COUNTY,Residential,Wood,1
309482,FL,MIAMI DADE COUNTY,Residential,Wood,1
873263,FL,MIAMI DADE COUNTY,Residential,Wood,1
288144,FL,MIAMI DADE COUNTY,Residential,Wood,1
175920,FL,MIAMI DADE COUNTY,Residential,Masonry,1
324472,FL,MIAMI DADE COUNTY,Residential,Wood,1
617693,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
589075,FL,MIAMI DADE COUNTY,Residential,Wood,1
567149,FL,MIAMI DADE COUNTY,Residential,Wood,1
141458,FL,MIAMI DADE COUNTY,Residential,Wood,1
804613,FL,MIAMI DADE COUNTY,Residential,Masonry,1
668299,FL,MIAMI DADE COUNTY,Residential,Masonry,1
864311,FL,MIAMI DADE COUNTY,Residential,Masonry,1
436596,FL,MIAMI DADE COUNTY,Residential,Wood,1
925049,FL,MIAMI DADE COUNTY,Residential,Masonry,1
956544,FL,MIAMI DADE COUNTY,Residential,Masonry,1
604956,FL,MIAMI DADE COUNTY,Residential,Masonry,1
441101,FL,MIAMI DADE COUNTY,Residential,Masonry,4
189032,FL,MIAMI DADE COUNTY,Residential,Masonry,4
840176,FL,MIAMI DADE COUNTY,Residential,Wood,1
651276,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,4
928562,FL,MIAMI DADE COUNTY,Residential,Wood,1
669261,FL,MIAMI DADE COUNTY,Residential,Wood,1
185798,FL,MIAMI DADE COUNTY,Residential,Wood,1
849206,FL,MIAMI DADE COUNTY,Residential,Masonry,1
186163,FL,MIAMI DADE COUNTY,Residential,Wood,1
291649,FL,MIAMI DADE COUNTY,Residential,Wood,1
247472,FL,MIAMI DADE COUNTY,Residential,Wood,1
816165,FL,MIAMI DADE COUNTY,Residential,Wood,1
924407,FL,MIAMI DADE COUNTY,Residential,Wood,1
817166,FL,MIAMI DADE COUNTY,Residential,Masonry,1
209693,FL,MIAMI DADE COUNTY,Residential,Wood,1
590090,FL,MIAMI DADE COUNTY,Residential,Wood,1
681147,FL,MIAMI DADE COUNTY,Residential,Wood,1
772315,FL,MIAMI DADE COUNTY,Residential,Masonry,1
379434,FL,MIAMI DADE COUNTY,Residential,Masonry,1
393391,FL,MIAMI DADE COUNTY,Residential,Wood,1
335127,FL,MIAMI DADE COUNTY,Residential,Wood,1
313866,FL,MIAMI DADE COUNTY,Residential,Wood,1
183638,FL,MIAMI DADE COUNTY,Residential,Wood,1
731019,FL,MIAMI DADE COUNTY,Residential,Wood,1
839394,FL,MIAMI DADE COUNTY,Residential,Wood,1
969712,FL,MIAMI DADE COUNTY,Residential,Wood,1
759244,FL,MIAMI DADE COUNTY,Residential,Wood,1
719516,FL,MIAMI DADE COUNTY,Residential,Wood,1
544597,FL,MIAMI DADE COUNTY,Residential,Masonry,1
966875,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
738676,FL,MIAMI DADE COUNTY,Residential,Wood,1
687748,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
878004,FL,MIAMI DADE COUNTY,Residential,Masonry,1
562180,FL,MIAMI DADE COUNTY,Residential,Masonry,1
583081,FL,MIAMI DADE COUNTY,Residential,Wood,3
139511,FL,MIAMI DADE COUNTY,Residential,Wood,1
402673,FL,MIAMI DADE COUNTY,Residential,Wood,1
587999,FL,MIAMI DADE COUNTY,Residential,Wood,1
605519,FL,MIAMI DADE COUNTY,Residential,Masonry,1
527990,FL,MIAMI DADE COUNTY,Residential,Wood,1
728038,FL,MIAMI DADE COUNTY,Residential,Wood,1
830555,FL,MIAMI DADE COUNTY,Residential,Wood,1
474080,FL,MIAMI DADE COUNTY,Residential,Wood,1
230801,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
937703,FL,MIAMI DADE COUNTY,Residential,Masonry,1
323696,FL,MIAMI DADE COUNTY,Residential,Masonry,1
324250,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
863099,FL,MIAMI DADE COUNTY,Residential,Wood,1
607696,FL,MIAMI DADE COUNTY,Residential,Masonry,1
736477,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
301567,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
175822,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
346442,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
883728,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
706338,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
851771,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
791263,FL,MIAMI DADE COUNTY,Residential,Masonry,1
303832,FL,MIAMI DADE COUNTY,Residential,Wood,1
736926,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
336995,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
456941,FL,MIAMI DADE COUNTY,Residential,Wood,1
706134,FL,MIAMI DADE COUNTY,Residential,Masonry,1
427407,FL,MIAMI DADE COUNTY,Residential,Wood,1
715094,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
871029,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
533420,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
697407,FL,MIAMI DADE COUNTY,Residential,Masonry,1
271284,FL,MIAMI DADE COUNTY,Residential,Masonry,1
425112,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
623692,FL,MIAMI DADE COUNTY,Residential,Wood,1
267091,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
736701,FL,MIAMI DADE COUNTY,Residential,Masonry,1
623249,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
184924,FL,MIAMI DADE COUNTY,Residential,Wood,1
571557,FL,MIAMI DADE COUNTY,Residential,Masonry,1
687022,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
755038,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
134901,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
517811,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
634954,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
386221,FL,MIAMI DADE COUNTY,Residential,Masonry,1
821009,FL,MIAMI DADE COUNTY,Residential,Masonry,1
750788,FL,MIAMI DADE COUNTY,Residential,Masonry,1
740398,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
406700,FL,MIAMI DADE COUNTY,Residential,Masonry,1
445070,FL,MIAMI DADE COUNTY,Residential,Masonry,1
718598,FL,MIAMI DADE COUNTY,Residential,Masonry,1
679560,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
445531,FL,MIAMI DADE COUNTY,Residential,Masonry,1
133791,FL,MIAMI DADE COUNTY,Residential,Masonry,1
736961,FL,MIAMI DADE COUNTY,Residential,Masonry,1
529943,FL,MIAMI DADE COUNTY,Residential,Masonry,1
849972,FL,MIAMI DADE COUNTY,Residential,Masonry,1
689227,FL,MIAMI DADE COUNTY,Residential,Masonry,1
947820,FL,MIAMI DADE COUNTY,Residential,Masonry,1
666755,FL,MIAMI DADE COUNTY,Residential,Masonry,1
399068,FL,MIAMI DADE COUNTY,Residential,Masonry,1
405827,FL,MIAMI DADE COUNTY,Residential,Masonry,1
857323,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
505530,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
269179,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
408794,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
139070,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
447015,FL,MIAMI DADE COUNTY,Residential,Masonry,1
453982,FL,MIAMI DADE COUNTY,Residential,Masonry,1
364604,FL,MIAMI DADE COUNTY,Residential,Wood,1
193912,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
242601,FL,MIAMI DADE COUNTY,Residential,Masonry,1
879671,FL,MIAMI DADE COUNTY,Residential,Masonry,1
274529,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
116897,FL,MIAMI DADE COUNTY,Residential,Masonry,1
189657,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
428208,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
148861,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
160949,FL,MIAMI DADE COUNTY,Residential,Wood,1
978133,FL,MIAMI DADE COUNTY,Residential,Masonry,1
323111,FL,MIAMI DADE COUNTY,Residential,Wood,1
399135,FL,MIAMI DADE COUNTY,Residential,Masonry,3
506379,FL,MIAMI DADE COUNTY,Residential,Masonry,1
118739,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
215502,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
701832,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
525990,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
216293,FL,MIAMI DADE COUNTY,Residential,Masonry,1
340992,FL,MIAMI DADE COUNTY,Residential,Masonry,1
241873,FL,MIAMI DADE COUNTY,Residential,Masonry,1
436778,FL,MIAMI DADE COUNTY,Residential,Wood,1
628136,FL,MIAMI DADE COUNTY,Residential,Wood,1
478892,FL,MIAMI DADE COUNTY,Residential,Masonry,1
174450,FL,MIAMI DADE COUNTY,Residential,Wood,1
494357,FL,MIAMI DADE COUNTY,Residential,Masonry,4
117192,FL,MIAMI DADE COUNTY,Residential,Wood,1
785109,FL,MIAMI DADE COUNTY,Residential,Masonry,1
199116,FL,MIAMI DADE COUNTY,Residential,Wood,1
761958,FL,MIAMI DADE COUNTY,Residential,Wood,1
300907,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,3
568362,FL,MIAMI DADE COUNTY,Residential,Masonry,1
798535,FL,MIAMI DADE COUNTY,Residential,Wood,1
700964,FL,MIAMI DADE COUNTY,Residential,Wood,1
735723,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
616833,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
251895,FL,MIAMI DADE COUNTY,Residential,Wood,1
793812,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
251805,FL,MIAMI DADE COUNTY,Residential,Masonry,3
384147,FL,MIAMI DADE COUNTY,Residential,Masonry,3
983549,FL,MIAMI DADE COUNTY,Residential,Masonry,3
222597,FL,MIAMI DADE COUNTY,Residential,Masonry,3
624847,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,3
176836,FL,MIAMI DADE COUNTY,Residential,Wood,3
545252,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
637466,FL,MIAMI DADE COUNTY,Residential,Masonry,1
639817,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
123605,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
217628,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
399679,FL,MIAMI DADE COUNTY,Residential,Wood,1
119629,FL,MIAMI DADE COUNTY,Residential,Wood,1
505174,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
202772,FL,MIAMI DADE COUNTY,Residential,Masonry,1
760765,FL,MIAMI DADE COUNTY,Residential,Masonry,1
536810,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
535774,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
765256,FL,MIAMI DADE COUNTY,Residential,Masonry,3
440271,FL,MIAMI DADE COUNTY,Residential,Masonry,3
688195,FL,MIAMI DADE COUNTY,Residential,Masonry,3
702567,FL,MIAMI DADE COUNTY,Residential,Masonry,1
639017,FL,MIAMI DADE COUNTY,Residential,Masonry,1
602119,FL,MIAMI DADE COUNTY,Residential,Masonry,1
373705,FL,MIAMI DADE COUNTY,Residential,Masonry,1
975774,FL,MIAMI DADE COUNTY,Residential,Masonry,3
728422,FL,MIAMI DADE COUNTY,Residential,Masonry,3
250517,FL,MIAMI DADE COUNTY,Residential,Masonry,3
651081,FL,MIAMI DADE COUNTY,Residential,Wood,3
647245,FL,MIAMI DADE COUNTY,Residential,Wood,3
512660,FL,MIAMI DADE COUNTY,Residential,Masonry,1
768691,FL,MIAMI DADE COUNTY,Residential,Masonry,1
138999,FL,MIAMI DADE COUNTY,Residential,Wood,1
417060,FL,MIAMI DADE COUNTY,Residential,Wood,3
303565,FL,MIAMI DADE COUNTY,Residential,Wood,3
936268,FL,MIAMI DADE COUNTY,Residential,Masonry,1
708741,FL,MIAMI DADE COUNTY,Residential,Masonry,1
894786,FL,MIAMI DADE COUNTY,Residential,Wood,1
368669,FL,MIAMI DADE COUNTY,Residential,Wood,3
661230,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
809066,FL,MIAMI DADE COUNTY,Residential,Masonry,1
614824,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
796154,FL,MIAMI DADE COUNTY,Residential,Masonry,1
389573,FL,MIAMI DADE COUNTY,Residential,Masonry,1
964248,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
717263,FL,MIAMI DADE COUNTY,Residential,Masonry,1
685214,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
300511,FL,MIAMI DADE COUNTY,Residential,Masonry,1
868867,FL,MIAMI DADE COUNTY,Residential,Wood,1
673701,FL,MIAMI DADE COUNTY,Residential,Wood,1
238722,FL,MIAMI DADE COUNTY,Residential,Masonry,1
180567,FL,MIAMI DADE COUNTY,Residential,Wood,1
991369,FL,MIAMI DADE COUNTY,Residential,Masonry,1
451635,FL,MIAMI DADE COUNTY,Residential,Masonry,1
202791,FL,MIAMI DADE COUNTY,Residential,Masonry,1
871747,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
277718,FL,MIAMI DADE COUNTY,Residential,Masonry,1
923681,FL,MIAMI DADE COUNTY,Residential,Masonry,1
762417,FL,MIAMI DADE COUNTY,Residential,Masonry,1
301438,FL,MIAMI DADE COUNTY,Residential,Masonry,1
270139,FL,MIAMI DADE COUNTY,Residential,Wood,1
908344,FL,MIAMI DADE COUNTY,Residential,Wood,1
267834,FL,MIAMI DADE COUNTY,Residential,Wood,1
527995,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
904367,FL,MIAMI DADE COUNTY,Residential,Masonry,1
627801,FL,MIAMI DADE COUNTY,Residential,Wood,1
664844,FL,MIAMI DADE COUNTY,Residential,Masonry,1
684235,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
737082,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
954501,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
403207,FL,MIAMI DADE COUNTY,Residential,Wood,1
579127,FL,MIAMI DADE COUNTY,Residential,Masonry,3
381837,FL,MIAMI DADE COUNTY,Residential,Wood,3
748873,FL,MIAMI DADE COUNTY,Residential,Wood,1
636935,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
426419,FL,MIAMI DADE COUNTY,Residential,Masonry,1
789097,FL,MIAMI DADE COUNTY,Residential,Masonry,1
611053,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
236609,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
607565,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
103275,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
720946,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
141201,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
474220,FL,MIAMI DADE COUNTY,Residential,Wood,1
783596,FL,MIAMI DADE COUNTY,Residential,Wood,1
488099,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
783418,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
590049,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
734179,FL,MIAMI DADE COUNTY,Residential,Masonry,1
466044,FL,MIAMI DADE COUNTY,Residential,Masonry,3
986627,FL,MIAMI DADE COUNTY,Residential,Wood,4
348552,FL,MIAMI DADE COUNTY,Residential,Wood,1
989111,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,3
777283,FL,MIAMI DADE COUNTY,Residential,Wood,1
290230,FL,MIAMI DADE COUNTY,Residential,Wood,1
331848,FL,MIAMI DADE COUNTY,Commercial,Reinforced Concrete,1
661957,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
238210,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
349972,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
876102,FL,MIAMI DADE COUNTY,Residential,Wood,1
768907,FL,MIAMI DADE COUNTY,Residential,Masonry,1
262865,FL,MIAMI DADE COUNTY,Residential,Masonry,1
643644,FL,MIAMI DADE COUNTY,Residential,Wood,1
831084,FL,MIAMI DADE COUNTY,Commercial,Reinforced Masonry,1
900344,FL,MIAMI DADE COUNTY,Residential,Masonry,1
532954,FL,MIAMI DADE COUNTY,Residential,Masonry,1
323707,FL,MIAMI DADE COUNTY,Residential,Wood,1
216471,FL,MIAMI DADE COUNTY,Residential,Masonry,1
235039,FL,MIAMI DADE COUNTY,Residential,Masonry,1
257921,FL,MIAMI DADE COUNTY,Residential,Masonry,4
643333,FL,BROWARD COUNTY,Residential,Wood,3
593261,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
295949,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
529955,FL,BROWARD COUNTY,Residential,Wood,4
275350,FL,BROWARD COUNTY,Residential,Wood,4
442433,FL,BROWARD COUNTY,Residential,Wood,4
293770,FL,BROWARD COUNTY,Residential,Wood,4
944838,FL,BROWARD COUNTY,Residential,Masonry,4
220357,FL,BROWARD COUNTY,Commercial,Reinforced Concrete,3
417944,FL,BROWARD COUNTY,Residential,Masonry,1
590257,FL,BROWARD COUNTY,Residential,Wood,4
841710,FL,BROWARD COUNTY,Residential,Wood,3
391138,FL,BROWARD COUNTY,Residential,Wood,3
248436,FL,BROWARD COUNTY,Residential,Wood,3
531956,FL,BROWARD COUNTY,Commercial,Reinforced Concrete,1
148329,FL,BROWARD COUNTY,Residential,Wood,1
734133,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
573687,FL,BROWARD COUNTY,Residential,Masonry,1
694537,FL,BROWARD COUNTY,Residential,Masonry,1
365554,FL,BROWARD COUNTY,Residential,Wood,1
987020,FL,BROWARD COUNTY,Residential,Wood,1
175716,FL,BROWARD COUNTY,Residential,Wood,1
591201,FL,BROWARD COUNTY,Residential,Masonry,1
319790,FL,BROWARD COUNTY,Residential,Masonry,1
535861,FL,BROWARD COUNTY,Residential,Wood,1
985593,FL,BROWARD COUNTY,Residential,Masonry,1
651558,FL,BROWARD COUNTY,Residential,Masonry,1
296480,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
571842,FL,BROWARD COUNTY,Residential,Masonry,1
841162,FL,BROWARD COUNTY,Residential,Masonry,1
341434,FL,BROWARD COUNTY,Residential,Wood,1
352811,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
176222,FL,BROWARD COUNTY,Residential,Wood,3
104201,FL,BROWARD COUNTY,Residential,Wood,4
460161,FL,BROWARD COUNTY,Residential,Wood,3
431067,FL,BROWARD COUNTY,Residential,Masonry,3
218303,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
918670,FL,BROWARD COUNTY,Residential,Wood,1
874367,FL,BROWARD COUNTY,Residential,Masonry,1
488341,FL,BROWARD COUNTY,Residential,Wood,1
796395,FL,BROWARD COUNTY,Residential,Masonry,1
510231,FL,BROWARD COUNTY,Residential,Wood,1
785158,FL,BROWARD COUNTY,Residential,Wood,1
508606,FL,BROWARD COUNTY,Residential,Wood,1
174903,FL,BROWARD COUNTY,Residential,Wood,1
192974,FL,BROWARD COUNTY,Commercial,Reinforced Concrete,1
933462,FL,BROWARD COUNTY,Residential,Masonry,1
756955,FL,BROWARD COUNTY,Residential,Wood,1
405085,FL,BROWARD COUNTY,Residential,Wood,1
825720,FL,BROWARD COUNTY,Residential,Wood,1
590667,FL,BROWARD COUNTY,Residential,Wood,1
150942,FL,BROWARD COUNTY,Residential,Masonry,1
956627,FL,BROWARD COUNTY,Residential,Wood,1
167297,FL,BROWARD COUNTY,Residential,Wood,1
597383,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
455671,FL,BROWARD COUNTY,Residential,Masonry,1
679981,FL,BROWARD COUNTY,Residential,Masonry,1
590107,FL,BROWARD COUNTY,Residential,Wood,1
581792,FL,BROWARD COUNTY,Residential,Wood,1
631286,FL,BROWARD COUNTY,Residential,Wood,1
253937,FL,BROWARD COUNTY,Residential,Masonry,1
589375,FL,BROWARD COUNTY,Commercial,Steel Frame,1
571316,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
988801,FL,BROWARD COUNTY,Residential,Masonry,1
846619,FL,BROWARD COUNTY,Residential,Masonry,1
815390,FL,BROWARD COUNTY,Residential,Wood,1
379411,FL,BROWARD COUNTY,Residential,Wood,1
669617,FL,BROWARD COUNTY,Residential,Wood,1
173162,FL,BROWARD COUNTY,Commercial,Reinforced Concrete,1
193064,FL,BROWARD COUNTY,Residential,Masonry,1
607284,FL,BROWARD COUNTY,Residential,Masonry,1
274621,FL,BROWARD COUNTY,Residential,Masonry,1
585596,FL,BROWARD COUNTY,Residential,Wood,1
379182,FL,BROWARD COUNTY,Residential,Wood,1
353383,FL,BROWARD COUNTY,Residential,Masonry,1
645416,FL,BROWARD COUNTY,Residential,Masonry,1
265115,FL,BROWARD COUNTY,Residential,Masonry,3
156650,FL,BROWARD COUNTY,Residential,Masonry,1
342948,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
469238,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
613546,FL,BROWARD COUNTY,Residential,Masonry,1
179796,FL,BROWARD COUNTY,Residential,Masonry,1
817303,FL,BROWARD COUNTY,Residential,Masonry,1
728006,FL,BROWARD COUNTY,Residential,Masonry,1
804333,FL,BROWARD COUNTY,Residential,Wood,1
935477,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
240050,FL,BROWARD COUNTY,Residential,Masonry,1
389077,FL,BROWARD COUNTY,Residential,Masonry,1
256836,FL,BROWARD COUNTY,Residential,Masonry,1
147391,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
777356,FL,BROWARD COUNTY,Residential,Wood,1
794053,FL,BROWARD COUNTY,Residential,Wood,1
673089,FL,BROWARD COUNTY,Residential,Wood,1
495643,FL,BROWARD COUNTY,Residential,Wood,1
471675,FL,BROWARD COUNTY,Residential,Wood,1
582720,FL,BROWARD COUNTY,Residential,Wood,1
964110,FL,BROWARD COUNTY,Residential,Wood,1
828400,FL,BROWARD COUNTY,Residential,Masonry,1
185673,FL,BROWARD COUNTY,Residential,Masonry,1
307951,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
804430,FL,BROWARD COUNTY,Residential,Wood,1
838164,FL,BROWARD COUNTY,Residential,Wood,1
746742,FL,BROWARD COUNTY,Residential,Wood,1
262539,FL,BROWARD COUNTY,Residential,Wood,1
815662,FL,BROWARD COUNTY,Residential,Masonry,1
258460,FL,BROWARD COUNTY,Residential,Wood,1
749502,FL,BROWARD COUNTY,Residential,Wood,1
137233,FL,BROWARD COUNTY,Residential,Wood,1
746126,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
125725,FL,BROWARD COUNTY,Residential,Wood,1
721264,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
987506,FL,BROWARD COUNTY,Residential,Wood,1
649424,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
882002,FL,BROWARD COUNTY,Residential,Masonry,4
186779,FL,MIAMI DADE COUNTY,Residential,Wood,1
257606,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
903971,FL,BROWARD COUNTY,Commercial,Reinforced Masonry,1
717953,FL,BROWARD COUNTY,Residential,Wood,1
